num_clauses,num_vars,num_literals,temps,memUsage
3172000,37,3,0.000000,50752496
3174000,9,2,0.000000,50781840
3176000,33,3,0.000000,50824516
3178000,47,2,0.000000,50847888
3180000,35,1,0.000000,50878624
3182000,25,1,0.000000,50912008
3184000,4,3,0.000000,50945424
3186000,29,1,0.000000,50974844
3188000,37,3,0.000000,51009996
3190000,36,1,0.000000,51048104
3192000,17,2,0.000000,51073748
3194000,27,2,0.000000,51093224
3196000,1,1,0.000000,51136860
3198000,45,1,0.000000,51161532
3200000,47,2,0.000000,51195376
3202000,33,2,0.000000,51230600
3204000,34,3,0.000000,51270288
3206000,46,2,0.000000,51295484
3208000,26,2,0.000000,51331968
3210000,8,3,0.000000,51354656
3212000,9,1,0.000000,51387604
3214000,4,3,0.000000,51429288
3216000,38,1,0.000000,51448636
3218000,49,2,0.000000,51489628
3220000,8,3,0.002000,51513428
3222000,35,2,0.000000,51556284
3224000,13,2,0.000000,51578400
3226000,6,2,0.000000,51614672
3228000,43,1,0.000000,51653940
3230000,6,2,0.000000,51674028
3232000,44,1,0.000000,51713320
3234000,28,3,0.016000,51734788
3236000,28,3,0.000000,51769516
3238000,47,2,0.000000,51805332
3240000,32,1,0.000000,51836660
3242000,32,1,0.000000,51876420
3244000,19,2,0.000000,51910256
3246000,39,2,0.000000,51939684
3248000,11,3,0.000000,51965408
3250000,8,1,0.000000,51999260
3252000,21,2,0.000000,52042292
3254000,5,2,0.000000,52065512
3256000,32,2,0.000000,52100112
3258000,42,3,0.000000,52118508
3260000,1,2,0.000000,52147724
3262000,46,1,0.000000,52194008
3264000,12,1,0.015000,52226024
3266000,49,2,0.000000,52255988
3268000,44,1,0.000000,52295240
3270000,24,3,0.008000,52311852
3272000,29,2,0.000000,52354828
3274000,23,1,0.000000,52386552
3276000,30,2,0.000000,52419828
3278000,25,3,0.000000,52446752
3280000,36,3,0.000000,52480956
3282000,3,1,0.015000,52513924
3284000,24,2,0.000000,52539676
3286000,12,2,0.000000,52583960
3288000,31,1,0.001000,52607032
3290000,14,2,0.000000,52642524
3292000,15,2,0.000000,52674056
3294000,38,2,0.000000,52698352
3296000,9,2,0.000000,52729104
3298000,42,3,0.000000,52762536
3300000,21,1,0.000000,52800280
3302000,3,2,0.000000,52831712
3304000,5,1,0.000000,52862016
3306000,44,3,0.000000,52904820
3308000,10,3,0.000000,52929584
3310000,2,1,0.001000,52955644
3312000,30,3,0.000000,52999128
3314000,44,1,0.000000,53029456
3316000,47,2,0.000000,53055504
3318000,20,1,0.000000,53090564
3320000,33,3,0.000000,53125984
3322000,6,1,0.000000,53157748
3324000,16,2,0.000000,53185472
3326000,9,2,0.000000,53209336
3328000,29,3,0.000000,53247180
3330000,39,2,0.000000,53281740
3332000,29,1,0.000000,53291932
3334000,46,3,0.000000,53348980
3336000,10,2,0.000000,53377416
3338000,17,1,0.000000,53406264
3340000,9,1,0.000000,53429636
3342000,33,3,0.000000,53479712
3344000,28,2,0.000000,53499932
3346000,25,1,0.000000,53538816
3348000,6,3,0.000000,53554636
3350000,48,2,0.000000,53604140
3352000,46,1,0.000000,53628024
3354000,19,3,0.000000,53661860
3356000,30,1,0.000000,53685456
3358000,27,3,0.000000,53722988
3360000,33,1,0.000000,53769524
3362000,14,3,0.000000,53792340
3364000,50,1,0.000000,53819044
3366000,8,2,0.000000,53855244
3368000,31,1,0.000000,53874040
3370000,16,1,0.000000,53914228
3372000,16,3,0.000000,53960188
3374000,42,1,0.000000,53995556
3376000,10,1,0.000000,54009244
3378000,29,3,0.000000,54045264
3380000,5,1,0.000000,54066084
3382000,39,3,0.000000,54107280
3384000,3,1,0.000000,54141720
3386000,30,2,0.000000,54179028
3388000,48,2,0.005000,54207060
3390000,22,1,0.000000,54242108
3392000,10,3,0.000000,54274768
3394000,22,3,0.000000,54307460
3396000,27,3,0.000000,54324212
3398000,39,1,0.000000,54363840
3400000,34,1,0.000000,54399348
3402000,7,3,0.000000,54433632
3404000,25,1,0.000000,54469624
3406000,12,1,0.000000,54497160
3408000,16,2,0.000000,54518716
3410000,24,2,0.000000,54560836
3412000,6,3,0.000000,54598492
3414000,17,2,0.000000,54626576
3416000,35,1,0.006000,54657528
3418000,25,3,0.000000,54700124
3420000,7,2,0.000000,54730672
3422000,3,3,0.000000,54752084
3424000,23,1,0.000000,54786232
3426000,9,2,0.000000,54819412
3428000,30,1,0.000000,54844120
3430000,20,3,0.000000,54883896
3432000,18,1,0.000000,54919112
3434000,24,2,0.000000,54940936
3436000,45,2,0.000000,54983788
3438000,40,2,0.000000,55000776
3440000,17,1,0.000000,55029408
3442000,16,3,0.000000,55075072
3444000,7,3,0.000000,55099080
3446000,15,2,0.000000,55132708
3448000,33,3,0.000000,55153120
3450000,33,3,0.000000,55201952
3452000,21,3,0.000000,55230656
3454000,29,3,0.000000,55266440
3456000,34,1,0.000000,55289476
3458000,25,2,0.000000,55324916
3460000,25,2,0.000000,55357664
3462000,13,2,0.000000,55402832
3464000,42,3,0.000000,55414368
3466000,28,1,0.000000,55451540
3468000,16,1,0.000000,55480952
3470000,19,1,0.000000,55530976
3472000,45,1,0.007000,55558868
3474000,12,1,0.000000,55591072
3476000,26,1,0.000000,55609716
3478000,21,1,0.000000,55649988
3480000,19,2,0.000000,55682764
3482000,31,3,0.000000,55717168
3484000,49,2,0.000000,55744168
3486000,42,1,0.000000,55779364
3488000,33,1,0.000000,55805720
3490000,10,1,0.000000,55837768
3492000,36,1,0.000000,55874732
3494000,38,1,0.000000,55899640
3496000,16,3,0.000000,55945084
3498000,47,2,0.000000,55968744
3500000,16,3,0.016000,55996144
3502000,38,3,0.000000,56026652
3504000,29,1,0.000000,56065084
3506000,26,1,0.000000,56091504
3508000,17,2,0.000000,56118928
3510000,44,2,0.000000,56159288
3512000,5,3,0.000000,56188532
3514000,15,2,0.000000,56226128
3516000,11,1,0.000000,56240844
3518000,41,3,0.000000,56286816
3520000,45,2,0.000000,56322184
3522000,15,3,0.000000,56351640
3524000,32,3,0.000000,56378020
3526000,15,2,0.015000,56426248
3528000,27,1,0.000000,56448700
3530000,23,1,0.000000,56474344
3532000,17,1,0.000000,56501248
3534000,11,3,0.000000,56539688
3536000,11,2,0.000000,56575244
3538000,14,2,0.000000,56604968
3540000,4,3,0.000000,56650788
3542000,42,2,0.000000,56682256
3544000,42,1,0.000000,56701040
3546000,22,2,0.000000,56724652
3548000,39,1,0.000000,56773224
3550000,23,1,0.000000,56803472
3552000,50,3,0.000000,56835256
3554000,16,1,0.000000,56863088
3556000,32,2,0.000000,56890172
3558000,31,2,0.000000,56936776
3560000,9,1,0.000000,56965272
3562000,1,3,0.000000,57000960
3564000,11,1,0.000000,57016024
3566000,28,1,0.000000,57060332
3568000,8,2,0.000000,57091696
3570000,34,3,0.000000,57120784
3572000,23,2,0.000000,57148532
3574000,6,3,0.000000,57178708
3576000,5,3,0.000000,57221792
3578000,26,2,0.000000,57242420
3580000,27,1,0.000000,57286656
3582000,32,2,0.000000,57305188
3584000,12,3,0.000000,57350928
3586000,3,3,0.000000,57377032
3588000,29,2,0.000000,57414844
3590000,21,2,0.000000,57436496
3592000,48,3,0.000000,57468760
3594000,15,1,0.000000,57500724
3596000,23,1,0.000000,57530896
3598000,44,1,0.000000,57582960
3600000,16,2,0.000000,57595900
3602000,46,2,0.000000,57631972
3604000,1,2,0.000000,57662588
3606000,13,2,0.000000,57699176
3608000,4,3,0.000000,57727728
3610000,41,3,0.000000,57770564
3612000,13,3,0.000000,57789716
3614000,36,3,0.000000,57820624
3616000,4,1,0.000000,57850332
3618000,11,1,0.000000,57882412
3620000,37,1,0.000000,57916180
3622000,23,3,0.000000,57950208
