nbr_clauses,temps,memUsage
1572,0.000000,4716
1574,0.000000,4722
1576,0.000000,4728
1578,0.000000,4734
1580,0.000000,4740
1582,0.000000,4746
1584,0.000000,4752
1586,0.000000,4758
1588,0.000000,4764
1590,0.000000,4770
1592,0.000000,4776
1594,0.000000,4782
1596,0.001000,4788
1598,0.000000,4794
1600,0.000000,4800
1602,0.000000,4806
1604,0.000000,4812
1606,0.000000,4818
1608,0.000000,4824
1610,0.000000,4830
1612,0.000000,4836
1614,0.000000,4842
1616,0.000000,4848
1618,0.000000,4854
1620,0.000000,4860
1622,0.000000,4866
1624,0.000000,4872
1626,0.000000,4878
1628,0.000000,4884
1630,0.000000,4890
1632,0.002000,4896
1634,0.000000,4902
1636,0.000000,4908
1638,0.000000,4914
1640,0.000000,4920
1642,0.000000,4926
1644,0.000000,4932
1646,0.001000,4938
1648,0.000000,4944
1650,0.000000,4950
1652,0.000000,4956
1654,0.000000,4962
1656,0.000000,4968
1658,0.000000,4974
1660,0.001000,4980
1662,0.000000,4986
1664,0.000000,4992
1666,0.000000,4998
1668,0.000000,5004
1670,0.000000,5010
1672,0.000000,5016
1674,0.000000,5022
1676,0.000000,5028
1678,0.000000,5034
1680,0.000000,5040
1682,0.000000,5046
1684,0.000000,5052
1686,0.000000,5058
1688,0.000000,5064
1690,0.000000,5070
1692,0.000000,5076
1694,0.000000,5082
1696,0.000000,5088
1698,0.000000,5094
1700,0.000000,5100
1702,0.000000,5106
1704,0.000000,5112
1706,0.000000,5118
1708,0.000000,5124
1710,0.001000,5130
1712,0.000000,5136
1714,0.000000,5142
1716,0.000000,5148
1718,0.000000,5154
1720,0.000000,5160
1722,0.000000,5166
1724,0.000000,5172
1726,0.000000,5178
1728,0.000000,5184
1730,0.000000,5190
1732,0.000000,5196
1734,0.000000,5202
1736,0.000000,5208
1738,0.000000,5214
1740,0.000000,5220
1742,0.000000,5226
1744,0.000000,5232
1746,0.000000,5238
1748,0.000000,5244
1750,0.000000,5250
1752,0.000000,5256
1754,0.000000,5262
1756,0.000000,5268
1758,0.001000,5274
1760,0.000000,5280
1762,0.000000,5286
1764,0.000000,5292
1766,0.000000,5298
1768,0.000000,5304
1770,0.000000,5310
1772,0.000000,5316
1774,0.000000,5322
1776,0.000000,5328
1778,0.000000,5334
1780,0.000000,5340
1782,0.000000,5346
1784,0.000000,5352
1786,0.000000,5358
1788,0.000000,5364
1790,0.001000,5370
1792,0.000000,5376
1794,0.000000,5382
1796,0.000000,5388
1798,0.000000,5394
1800,0.000000,5400
1802,0.000000,5406
1804,0.000000,5412
1806,0.000000,5418
1808,0.000000,5424
1810,0.000000,5430
1812,0.000000,5436
1814,0.000000,5442
1816,0.000000,5448
1818,0.000000,5454
1820,0.000000,5460
1822,0.000000,5466
1824,0.000000,5472
1826,0.000000,5478
1828,0.000000,5484
1830,0.000000,5490
1832,0.000000,5496
1834,0.000000,5502
1836,0.000000,5508
1838,0.000000,5514
1840,0.000000,5520
1842,0.000000,5526
1844,0.000000,5532
1846,0.000000,5538
1848,0.001000,5544
1850,0.000000,5550
1852,0.000000,5556
1854,0.000000,5562
1856,0.000000,5568
1858,0.000000,5574
1860,0.000000,5580
1862,0.000000,5586
1864,0.000000,5592
1866,0.000000,5598
1868,0.000000,5604
1870,0.000000,5610
1872,0.000000,5616
1874,0.000000,5622
1876,0.001000,5628
1878,0.000000,5634
1880,0.000000,5640
1882,0.000000,5646
1884,0.000000,5652
1886,0.000000,5658
1888,0.000000,5664
1890,0.000000,5670
1892,0.000000,5676
1894,0.000000,5682
1896,0.000000,5688
1898,0.000000,5694
1900,0.000000,5700
1902,0.000000,5706
1904,0.000000,5712
1906,0.000000,5718
1908,0.000000,5724
1910,0.000000,5730
1912,0.000000,5736
1914,0.000000,5742
1916,0.000000,5748
1918,0.000000,5754
1920,0.000000,5760
1922,0.000000,5766
1924,0.001000,5772
1926,0.000000,5778
1928,0.000000,5784
1930,0.000000,5790
1932,0.000000,5796
1934,0.000000,5802
1936,0.000000,5808
1938,0.000000,5814
1940,0.000000,5820
1942,0.000000,5826
1944,0.000000,5832
1946,0.000000,5838
1948,0.000000,5844
1950,0.000000,5850
1952,0.000000,5856
1954,0.000000,5862
1956,0.001000,5868
1958,0.000000,5874
1960,0.000000,5880
1962,0.000000,5886
1964,0.000000,5892
1966,0.000000,5898
1968,0.000000,5904
1970,0.001000,5910
1972,0.000000,5916
1974,0.000000,5922
1976,0.000000,5928
1978,0.000000,5934
1980,0.000000,5940
1982,0.000000,5946
1984,0.000000,5952
1986,0.000000,5958
1988,0.000000,5964
1990,0.000000,5970
1992,0.000000,5976
1994,0.000000,5982
1996,0.000000,5988
1998,0.000000,5994
2000,0.000000,6000
2002,0.000000,6006
2004,0.000000,6012
2006,0.000000,6018
2008,0.000000,6024
2010,0.000000,6030
2012,0.000000,6036
2014,0.000000,6042
2016,0.000000,6048
2018,0.000000,6054
2020,0.000000,6060
2022,0.000000,6066
2024,0.000000,6072
2026,0.000000,6078
2028,0.000000,6084
2030,0.000000,6090
2032,0.000000,6096
2034,0.000000,6102
2036,0.000000,6108
2038,0.000000,6114
2040,0.000000,6120
2042,0.000000,6126
2044,0.000000,6132
2046,0.000000,6138
2048,0.000000,6144
2050,0.000000,6150
2052,0.000000,6156
2054,0.000000,6162
2056,0.000000,6168
2058,0.000000,6174
2060,0.000000,6180
2062,0.000000,6186
2064,0.000000,6192
2066,0.000000,6198
2068,0.000000,6204
2070,0.000000,6210
2072,0.000000,6216
2074,0.000000,6222
2076,0.000000,6228
2078,0.000000,6234
2080,0.000000,6240
2082,0.000000,6246
2084,0.000000,6252
2086,0.000000,6258
2088,0.000000,6264
2090,0.000000,6270
2092,0.001000,6276
2094,0.000000,6282
2096,0.000000,6288
2098,0.000000,6294
2100,0.000000,6300
2102,0.000000,6306
2104,0.000000,6312
2106,0.000000,6318
2108,0.000000,6324
2110,0.000000,6330
2112,0.000000,6336
2114,0.000000,6342
2116,0.000000,6348
2118,0.000000,6354
2120,0.000000,6360
2122,0.000000,6366
2124,0.000000,6372
2126,0.000000,6378
2128,0.000000,6384
2130,0.000000,6390
2132,0.000000,6396
2134,0.000000,6402
2136,0.000000,6408
2138,0.000000,6414
2140,0.000000,6420
2142,0.000000,6426
2144,0.000000,6432
2146,0.000000,6438
2148,0.000000,6444
2150,0.000000,6450
2152,0.000000,6456
2154,0.001000,6462
2156,0.000000,6468
2158,0.000000,6474
2160,0.000000,6480
2162,0.000000,6486
2164,0.000000,6492
2166,0.000000,6498
2168,0.001000,6504
2170,0.000000,6510
2172,0.000000,6516
2174,0.000000,6522
2176,0.000000,6528
2178,0.000000,6534
2180,0.000000,6540
2182,0.000000,6546
2184,0.000000,6552
2186,0.000000,6558
2188,0.000000,6564
2190,0.000000,6570
2192,0.000000,6576
2194,0.000000,6582
2196,0.000000,6588
2198,0.000000,6594
2200,0.000000,6600
2202,0.000000,6606
2204,0.000000,6612
2206,0.000000,6618
2208,0.000000,6624
2210,0.000000,6630
2212,0.000000,6636
2214,0.000000,6642
2216,0.000000,6648
2218,0.000000,6654
2220,0.000000,6660
2222,0.000000,6666
2224,0.000000,6672
2226,0.000000,6678
2228,0.000000,6684
2230,0.000000,6690
2232,0.002000,6696
2234,0.000000,6702
2236,0.000000,6708
2238,0.000000,6714
2240,0.000000,6720
2242,0.000000,6726
2244,0.000000,6732
2246,0.001000,6738
2248,0.000000,6744
2250,0.000000,6750
2252,0.000000,6756
2254,0.000000,6762
2256,0.000000,6768
2258,0.000000,6774
2260,0.001000,6780
2262,0.000000,6786
2264,0.000000,6792
2266,0.000000,6798
2268,0.000000,6804
2270,0.000000,6810
2272,0.000000,6816
2274,0.000000,6822
2276,0.000000,6828
2278,0.000000,6834
2280,0.000000,6840
2282,0.000000,6846
2284,0.000000,6852
2286,0.000000,6858
2288,0.000000,6864
2290,0.000000,6870
2292,0.000000,6876
2294,0.000000,6882
2296,0.000000,6888
2298,0.000000,6894
2300,0.000000,6900
2302,0.000000,6906
2304,0.001000,6912
2306,0.000000,6918
2308,0.000000,6924
2310,0.000000,6930
2312,0.000000,6936
2314,0.000000,6942
2316,0.000000,6948
2318,0.001000,6954
2320,0.000000,6960
2322,0.000000,6966
2324,0.000000,6972
2326,0.000000,6978
2328,0.000000,6984
2330,0.000000,6990
2332,0.000000,6996
2334,0.000000,7002
2336,0.000000,7008
2338,0.000000,7014
2340,0.001000,7020
2342,0.000000,7026
2344,0.000000,7032
2346,0.000000,7038
2348,0.000000,7044
2350,0.000000,7050
2352,0.000000,7056
2354,0.000000,7062
2356,0.000000,7068
2358,0.000000,7074
2360,0.000000,7080
2362,0.000000,7086
2364,0.000000,7092
2366,0.000000,7098
2368,0.000000,7104
2370,0.000000,7110
2372,0.000000,7116
2374,0.000000,7122
2376,0.000000,7128
2378,0.000000,7134
2380,0.000000,7140
2382,0.000000,7146
2384,0.001000,7152
2386,0.000000,7158
2388,0.000000,7164
2390,0.000000,7170
2392,0.000000,7176
2394,0.000000,7182
2396,0.000000,7188
2398,0.000000,7194
2400,0.000000,7200
2402,0.000000,7206
2404,0.000000,7212
2406,0.000000,7218
2408,0.000000,7224
2410,0.000000,7230
2412,0.000000,7236
2414,0.000000,7242
2416,0.000000,7248
2418,0.000000,7254
2420,0.000000,7260
2422,0.000000,7266
2424,0.000000,7272
2426,0.000000,7278
2428,0.000000,7284
2430,0.000000,7290
2432,0.000000,7296
2434,0.000000,7302
2436,0.000000,7308
2438,0.000000,7314
2440,0.001000,7320
2442,0.000000,7326
2444,0.000000,7332
2446,0.000000,7338
2448,0.000000,7344
2450,0.000000,7350
2452,0.000000,7356
2454,0.000000,7362
2456,0.000000,7368
2458,0.000000,7374
2460,0.000000,7380
2462,0.000000,7386
2464,0.000000,7392
2466,0.000000,7398
2468,0.000000,7404
2470,0.000000,7410
2472,0.000000,7416
2474,0.000000,7422
2476,0.000000,7428
2478,0.000000,7434
2480,0.000000,7440
2482,0.000000,7446
2484,0.000000,7452
2486,0.000000,7458
2488,0.000000,7464
2490,0.000000,7470
2492,0.000000,7476
2494,0.000000,7482
2496,0.000000,7488
2498,0.000000,7494
2500,0.000000,7500
2502,0.000000,7506
2504,0.000000,7512
2506,0.001000,7518
2508,0.000000,7524
2510,0.000000,7530
2512,0.000000,7536
2514,0.000000,7542
2516,0.000000,7548
2518,0.000000,7554
2520,0.001000,7560
2522,0.000000,7566
2524,0.000000,7572
2526,0.000000,7578
2528,0.000000,7584
2530,0.000000,7590
2532,0.000000,7596
2534,0.000000,7602
2536,0.000000,7608
2538,0.000000,7614
2540,0.000000,7620
2542,0.000000,7626
2544,0.000000,7632
2546,0.000000,7638
2548,0.000000,7644
2550,0.000000,7650
2552,0.000000,7656
2554,0.000000,7662
2556,0.000000,7668
2558,0.000000,7674
2560,0.001000,7680
2562,0.000000,7686
2564,0.000000,7692
2566,0.000000,7698
2568,0.000000,7704
2570,0.001000,7710
2572,0.000000,7716
2574,0.000000,7722
2576,0.000000,7728
2578,0.000000,7734
2580,0.000000,7740
2582,0.000000,7746
2584,0.000000,7752
2586,0.000000,7758
2588,0.000000,7764
2590,0.000000,7770
2592,0.000000,7776
2594,0.000000,7782
2596,0.000000,7788
2598,0.000000,7794
2600,0.000000,7800
2602,0.000000,7806
2604,0.000000,7812
2606,0.000000,7818
2608,0.000000,7824
2610,0.001000,7830
2612,0.000000,7836
2614,0.000000,7842
2616,0.000000,7848
2618,0.000000,7854
2620,0.000000,7860
2622,0.000000,7866
2624,0.000000,7872
2626,0.000000,7878
2628,0.000000,7884
2630,0.000000,7890
2632,0.000000,7896
2634,0.000000,7902
2636,0.000000,7908
2638,0.000000,7914
2640,0.000000,7920
2642,0.000000,7926
2644,0.000000,7932
2646,0.000000,7938
2648,0.000000,7944
2650,0.000000,7950
2652,0.000000,7956
2654,0.000000,7962
2656,0.001000,7968
